rows,macro_f1,accuracy,auc,brier,ece,high_conf_error_rate,dataset,seed,split,selector_mode,variant_tag,checkpoint,reliability_stats_count
615,0.9560859504132231,0.9560975609756097,0.9873823373876256,0.0387069766720739,0.025040892865619772,0.024390243902439025,weibo21,42,val,panda_gumbel,panda_gumbel,/root/autodl-tmp/panda_repro/panda/param_model/FTmodel/checkpoints_by_seed/weibo21_seed42_parameter_panda.pkl,
615,0.9544656456253173,0.9544715447154472,0.9887466948704389,0.03712059411724347,0.019375543814150388,0.022764227642276424,weibo21,42,test,panda_gumbel,panda_gumbel,/root/autodl-tmp/panda_repro/panda/param_model/FTmodel/checkpoints_by_seed/weibo21_seed42_parameter_panda.pkl,
615,0.9560859504132231,0.9560975609756097,0.9873717609730301,0.03869003231169586,0.027005501896482122,0.024390243902439025,weibo21,42,val,deterministic,deterministic,/root/autodl-tmp/panda_repro/panda/param_model/FTmodel/checkpoints_by_seed/weibo21_seed42_parameter_panda.pkl,
615,0.9544656456253173,0.9544715447154472,0.9885457429931254,0.03758805991744001,0.021574628822680048,0.022764227642276424,weibo21,42,test,deterministic,deterministic,/root/autodl-tmp/panda_repro/panda/param_model/FTmodel/checkpoints_by_seed/weibo21_seed42_parameter_panda.pkl,
615,0.9560859504132231,0.9560975609756097,0.9873717609730301,0.03869003093157749,0.027006387775504775,0.024390243902439025,weibo21,42,val,reliability,reliability_branch_fusion_lambda0p05,/root/autodl-tmp/panda_repro/panda/param_model/FTmodel/checkpoints_by_seed/weibo21_seed42_parameter_panda.pkl,4926.0
615,0.9544656456253173,0.9544715447154472,0.9885457429931254,0.037588059296983514,0.021574963818765377,0.022764227642276424,weibo21,42,test,reliability,reliability_branch_fusion_lambda0p05,/root/autodl-tmp/panda_repro/panda/param_model/FTmodel/checkpoints_by_seed/weibo21_seed42_parameter_panda.pkl,4926.0
