branch,batches,mean_cosine,median_cosine,conflict_rate_cos_lt_0,strong_conflict_rate_cos_lt_neg0p1,mean_final_norm,mean_aux_norm,conflict_batch_low_margin_rate,nonconflict_batch_low_margin_rate,conflict_batch_error_rate,nonconflict_batch_error_rate
image_branch,154,0.07268379095785381,0.07257569077284579,0.33766233766233766,0.2012987012987013,27.31879839896188,51.978406633649556,0.7806490384615384,0.7642769607843137,0.5294471153846154,0.5177491830065359
fusion_branch,154,0.3355043563244818,0.3278861318271511,0.11038961038961038,0.05844155844155844,5.8623152239846865,13.941167130165237,0.7702205882352942,0.7697536496350365,0.49816176470588236,0.5246198296836984
text_branch,154,0.40500750118629575,0.410960721989026,0.01948051948051948,0.006493506493506494,19.842867207096575,27.437592280375494,0.71875,0.770819536423841,0.4791666666666667,0.5225441501103752
