source,dca_anchor_deterministic_dca_ce,dca_forced_pad_bottom2_ce,dca_forced_pad_top2_ce,dca_forced_random_pair_seed1_ce,dca_forced_random_pair_seed2_ce,dca_forced_random_pair_seed3_ce,dca_forced_shuffled_pad_top2_ce,dca_mean_all_domain_prompts_ce,dca_no_collab_zero_ce,forced_anchor_deterministic_pair_ce,forced_duplicate_anchor_pair_ce,forced_pad_bottom1_nonself_single_ce,forced_pad_bottom2_nonself_pair_ce,forced_pad_bottom2_nonself_single_ce,forced_pad_top1_nonself_single_ce,forced_pad_top2_nonself_pair_ce,forced_pad_top2_nonself_single_ce,forced_random_nonself_pair_seed1_ce,forced_random_nonself_pair_seed2_ce,forced_random_nonself_pair_seed3_ce,forced_random_nonself_seed1_rank1_single_ce,forced_random_nonself_seed1_rank2_single_ce,forced_random_nonself_seed2_rank1_single_ce,forced_random_nonself_seed2_rank2_single_ce,forced_random_nonself_seed3_rank1_single_ce,forced_random_nonself_seed3_rank2_single_ce,forced_self_view_pair_ce,forced_shuffled_pad_top1_nonself_single_ce,forced_shuffled_pad_top2_nonself_pair_ce,forced_shuffled_pad_top2_nonself_single_ce
dca,0.1583583438630368,0.158167083670277,0.1577833133718687,0.1589467143275462,0.1582917118836683,0.1587085597333437,0.1568494839919968,0.1580128335124324,0.1578454371435741,,,,,,,,,,,,,,,,,,,,,
forced,,,,,,,,,,0.1583583438630368,0.1583583438630368,0.1597839402330041,0.158167083670277,0.1568669148782044,0.1583712829095066,0.1577833133718687,0.157168162773248,0.1589467143275462,0.1582917118836683,0.1587085597333437,0.1593364849977256,0.158665347423125,0.1585390819359458,0.1581430626985388,0.1589322153359587,0.1585517965191085,0.1584689073769139,0.1574086291842891,0.1568494839919968,0.1562510990078894
